Drift_ID,Date,Start_Time,End_Time,Duration_Minutes,Activity_Before_Drift,Activity_Type,Task_Difficulty,Task_Importance,Trigger_Type,Specific_Trigger,Distraction_Source,Energy_Level,Mood_Before,Stress_Level,Sleep_Hours_Last_Night,Caffeine/Meal_Status,Location,Noise_Level,Lighting,Temperature_Comfort,Recovery_Time_Minutes,Recovery_Method,Task_Resumed,Productivity_Impact,Cumulative_Drift_Today_Minutes,Focus_Session_Length_Before_Drift,Drift_Category
383,08-10-2025,08:05,08:14,9,Planning,High-Focus,Medium,Low,Internal,Hunger,Colleague,Medium,Calm,Medium,8.8,Hungry,Café,Quiet,Bright,Cold,5,Music,No,Minor,44,59,Major
384,03-10-2025,08:31,08:38,7,Writing,High-Focus,Medium,Low,External,Hunger,Phone,Low,Stressed,High,5.8,After Meal,Office,Loud,Normal,Hot,12,Meditation,Yes,Major,38,19,Medium
385,07-10-2025,10:06,10:15,9,Browsing,High-Focus,Medium,Medium,Internal,Phone Call,Noise,Medium,Calm,High,8.2,Hungry,Home,Quiet,Bright,Comfortable,6,Meditation,Yes,Major,108,35,Micro
386,04-10-2025,19:00,19:13,13,Meeting,High-Focus,Hard,Medium,Internal,Boredom,Environment,High,Happy,Medium,6.4,Caffeinated,Office,Loud,Normal,Cold,10,Short Walk,Yes,Major,96,43,Micro
387,04-10-2025,20:50,20:54,4,Browsing,Creative,Hard,Low,Internal,Multitasking,Self-thoughts,Low,Neutral,High,7.1,After Meal,Office,Moderate,Normal,Cold,8,Meditation,Yes,Minor,10,36,Medium
388,03-10-2025,17:53,17:57,4,Planning,High-Focus,Hard,High,Internal,Multitasking,Colleague,High,Stressed,Low,6.4,After Meal,Home,Loud,Dim,Comfortable,1,Short Walk,Yes,Moderate,98,27,Micro
389,05-10-2025,19:03,19:07,4,Reading,Creative,Easy,High,Internal,Noise,Self-thoughts,Medium,Tired,Medium,4.7,Hungry,Library,Loud,Normal,Comfortable,13,Continued Task,Yes,Minor,86,25,Medium
390,05-10-2025,14:07,14:27,20,Designing,High-Focus,Easy,High,Internal,Hunger,Phone,High,Calm,Low,6.9,Caffeinated,Library,Moderate,Dim,Cold,14,Short Walk,No,Major,82,49,Medium
391,04-10-2025,20:52,21:01,9,Designing,Repetitive,Easy,Medium,Internal,Hunger,Environment,High,Tired,High,5.1,Fasting,Café,Moderate,Normal,Hot,9,Meditation,No,Minor,60,32,Medium
392,02-10-2025,10:32,10:51,19,Browsing,Repetitive,Medium,High,External,Hunger,Self-thoughts,High,Happy,High,6.4,Hungry,Café,Quiet,Normal,Comfortable,11,Ignored Phone,Yes,Moderate,44,19,Major
393,02-10-2025,21:50,21:58,8,Planning,High-Focus,Hard,Low,External,Noise,Colleague,Medium,Neutral,Low,9.0,Caffeinated,Office,Moderate,Bright,Hot,5,Meditation,No,Major,64,47,Medium
394,05-10-2025,19:26,19:40,14,Planning,Creative,Hard,Medium,External,Multitasking,Colleague,Medium,Stressed,Medium,7.1,Fasting,Library,Quiet,Dim,Cold,2,Meditation,No,Moderate,52,60,Medium
395,01-10-2025,11:38,11:45,7,Designing,Repetitive,Medium,Low,Internal,Hunger,Self-thoughts,Low,Happy,Low,8.6,Caffeinated,Office,Loud,Bright,Comfortable,1,Music,No,Minor,119,25,Medium
396,07-10-2025,11:55,12:03,8,Planning,High-Focus,Easy,Low,Internal,Noise,Environment,Low,Calm,High,5.3,Hungry,Lab,Quiet,Dim,Hot,2,Continued Task,Yes,Minor,15,18,Micro
397,02-10-2025,10:12,10:28,16,Coding,High-Focus,Easy,Medium,Internal,Hunger,Self-thoughts,Medium,Neutral,Medium,7.2,Hungry,Lab,Loud,Dim,Comfortable,5,Meditation,Yes,Major,84,15,Medium
398,04-10-2025,13:47,14:05,18,Planning,Creative,Medium,High,Internal,Phone Call,Internet,Low,Calm,Low,5.7,Hungry,Home,Moderate,Dim,Hot,11,Music,Yes,Minor,40,7,Micro
399,04-10-2025,06:11,06:17,6,Studying,Creative,Easy,Medium,External,Boredom,Self-thoughts,Medium,Calm,Low,5.6,Hungry,Café,Loud,Bright,Comfortable,8,Meditation,Yes,Minor,13,10,Medium
400,06-10-2025,06:23,06:33,10,Coding,Repetitive,Medium,Low,External,Multitasking,Internet,High,Tired,Medium,4.1,Fasting,Café,Moderate,Normal,Comfortable,2,Short Walk,No,Major,79,56,Micro
401,08-10-2025,15:57,16:08,11,Studying,Creative,Medium,Medium,External,Multitasking,Noise,Low,Happy,Low,7.4,Caffeinated,Library,Loud,Bright,Comfortable,7,Ignored Phone,No,Major,13,16,Major
402,04-10-2025,12:59,13:19,20,Reading,Creative,Medium,High,Internal,Hunger,Self-thoughts,Medium,Neutral,Medium,9.0,Caffeinated,Office,Moderate,Dim,Hot,3,Ignored Phone,No,Minor,7,54,Medium
403,04-10-2025,10:31,10:34,3,Writing,Creative,Medium,Medium,External,Boredom,Environment,High,Happy,Low,4.9,Fasting,Lab,Quiet,Normal,Cold,6,Ignored Phone,Yes,Moderate,47,44,Major
404,01-10-2025,10:23,10:39,16,Designing,Creative,Easy,High,Internal,Fatigue,Internet,Low,Calm,High,7.5,Hungry,Café,Loud,Dim,Comfortable,9,Short Walk,Yes,Major,96,26,Micro
405,01-10-2025,16:45,17:03,18,Writing,High-Focus,Easy,Medium,Internal,Fatigue,Noise,Medium,Neutral,Medium,6.6,Hungry,Café,Quiet,Normal,Hot,13,Continued Task,Yes,Moderate,76,9,Major
406,05-10-2025,15:22,15:40,18,Studying,Creative,Medium,Low,External,Phone Call,Noise,Low,Stressed,Medium,7.2,Fasting,Library,Quiet,Normal,Hot,14,Music,No,Moderate,98,19,Major
407,07-10-2025,07:42,07:51,9,Reading,High-Focus,Hard,Low,Internal,Hunger,Colleague,Low,Neutral,Low,6.6,Caffeinated,Lab,Moderate,Dim,Cold,6,Continued Task,No,Major,30,12,Micro
408,02-10-2025,21:12,21:22,10,Designing,High-Focus,Medium,Low,External,Fatigue,Colleague,Low,Stressed,Medium,7.9,Fasting,Office,Quiet,Normal,Comfortable,4,Ignored Phone,Yes,Major,71,56,Medium
409,05-10-2025,12:19,12:35,16,Studying,Creative,Hard,High,Internal,Fatigue,Colleague,Medium,Stressed,Medium,7.1,After Meal,Café,Loud,Bright,Hot,14,Meditation,Yes,Moderate,61,7,Medium
410,05-10-2025,16:13,16:31,18,Meeting,Repetitive,Medium,Medium,Internal,Notification,Noise,Low,Calm,Medium,5.0,Caffeinated,Home,Quiet,Normal,Cold,5,Meditation,Yes,Minor,61,56,Major
411,08-10-2025,17:47,17:51,4,Planning,High-Focus,Medium,Medium,External,Fatigue,Self-thoughts,Low,Stressed,High,4.8,Hungry,Home,Quiet,Bright,Comfortable,11,Short Walk,No,Major,39,46,Micro
412,04-10-2025,07:39,07:49,10,Writing,Repetitive,Medium,Low,Internal,Boredom,Noise,High,Happy,High,6.1,Fasting,Library,Quiet,Normal,Comfortable,14,Music,No,Moderate,7,33,Medium
413,06-10-2025,09:27,09:46,19,Browsing,Repetitive,Easy,High,External,Notification,Noise,High,Calm,Low,4.7,After Meal,Office,Moderate,Dim,Hot,7,Ignored Phone,Yes,Major,104,33,Micro
414,06-10-2025,09:15,09:33,18,Designing,Creative,Easy,Low,Internal,Boredom,Noise,Low,Tired,High,4.4,Hungry,Home,Quiet,Dim,Hot,13,Music,Yes,Minor,51,29,Major
415,06-10-2025,14:06,14:19,13,Studying,Repetitive,Easy,Low,Internal,Boredom,Colleague,High,Neutral,Medium,6.9,Caffeinated,Library,Moderate,Dim,Cold,1,Meditation,Yes,Moderate,108,56,Medium
416,08-10-2025,17:11,17:26,15,Browsing,High-Focus,Medium,Low,External,Boredom,Colleague,Low,Happy,High,8.5,Hungry,Library,Loud,Normal,Cold,12,Meditation,No,Minor,43,30,Micro
417,02-10-2025,09:17,09:28,11,Designing,High-Focus,Medium,Medium,Internal,Notification,Self-thoughts,High,Calm,Low,8.5,After Meal,Home,Loud,Dim,Comfortable,12,Continued Task,Yes,Minor,96,60,Medium
418,08-10-2025,18:31,18:50,19,Studying,High-Focus,Medium,Low,External,Notification,Phone,Low,Neutral,Medium,8.2,Hungry,Home,Loud,Normal,Cold,2,Music,Yes,Moderate,19,22,Medium
419,02-10-2025,20:38,20:53,15,Meeting,High-Focus,Easy,Low,External,Boredom,Noise,Medium,Neutral,Low,4.6,Caffeinated,Library,Quiet,Bright,Hot,1,Meditation,No,Moderate,51,47,Medium
420,01-10-2025,06:08,06:11,3,Designing,Creative,Hard,High,External,Notification,Environment,High,Stressed,High,6.9,After Meal,Office,Loud,Normal,Hot,3,Ignored Phone,Yes,Major,24,51,Micro
421,04-10-2025,08:04,08:16,12,Planning,High-Focus,Medium,High,External,Phone Ping,Environment,Low,Stressed,High,5.9,Caffeinated,Home,Quiet,Dim,Cold,1,Break,Yes,Moderate,56,39,Medium
422,02-10-2025,22:24,22:32,8,Planning,Creative,Medium,Low,External,Person Talking,Self-thoughts,Medium,Tired,Low,6.5,Caffeinated,Café,Loud,Normal,Cold,8,Continued Task,Yes,Minor,50,57,Major
423,04-10-2025,15:34,15:35,1,Studying,Passive,Easy,Low,Internal,Phone Call,Self-thoughts,Medium,Stressed,High,5.3,Just Ate,Office,Moderate,Normal,Hot,9,Short Walk,Yes,Major,51,1,Micro
424,04-10-2025,18:44,18:53,9,Browsing,High-Focus,Medium,Medium,External,Fatigue,Background Music,High,Stressed,Low,3.6,Normal,Home,Quiet,Normal,Hot,10,Coffee,Yes,Major,84,29,Major
425,10-10-2025,11:31,11:45,14,Coding,Creative,Medium,Low,External,Notification,Digital,Low,Neutral,Medium,6.3,Caffeinated,Library,Loud,Dim,Cold,2,Ignored Phone,Yes,None,101,27,Micro
426,07-10-2025,13:52,14:02,10,Studying,Repetitive,Medium,Medium,External,Fatigue,Phone,Medium,Bored,Medium,4.4,Fasting,Home,Quiet,Bright,Hot,1,Music,No,None,63,26,Micro
427,10-10-2025,10:19,10:33,14,Coding,Creative,Medium,Low,External,Noise,Digital,Medium,Calm,Low,6.8,After Meal,Office,Quiet,Normal,Cold,5,Music,No,Major,60,27,Major
428,06-10-2025,19:15,19:25,10,Meeting,High-Focus,Hard,Medium,Internal,Phone Call,Physical,Medium,Bored,Medium,8.3,Caffeinated,Café,Quiet,Dim,Cold,6,Short Walk,Yes,Minor,75,42,Micro
429,10-10-2025,18:58,19:06,8,Reading,Repetitive,Easy,Low,External,Noise,Phone,Low,Happy,Low,4.5,Hungry,Office,Moderate,Dim,Cold,12,Break,No,None,42,54,Major
430,04-10-2025,21:55,21:58,3,Meeting,Repetitive,Easy,High,External,Noise,Noise,High,Calm,Medium,5.8,Fasting,Home,Quiet,Bright,Cold,7,Music,Yes,Moderate,51,20,Medium
431,09-10-2025,19:55,20:05,10,Meeting,Creative,Easy,Low,External,Multitasking,Noise,Medium,Bored,High,7.6,Hungry,Library,Loud,Normal,Cold,4,Coffee,Yes,Moderate,32,37,Major
432,02-10-2025,17:23,17:30,7,Meeting,High-Focus,Easy,High,External,Social Media,Self-thoughts,High,Stressed,High,3.3,Hungry,Lab,Loud,Normal,Cold,14,Break,No,Moderate,0,26,Major
433,04-10-2025,21:05,21:25,20,Reading,Repetitive,Medium,Medium,External,Social Media,Physical,Medium,Calm,High,7.8,Caffeinated,Café,Loud,Dim,Hot,11,Continued Task,No,Major,21,27,Major
434,05-10-2025,17:39,17:48,9,Reading,Creative,Hard,High,External,Person Talking,Mental,High,Calm,Medium,6.6,Normal,Café,Loud,Bright,Hot,1,Continued Task,Yes,Minor,68,26,Micro
435,04-10-2025,11:01,11:10,9,Studying,Repetitive,Easy,Low,Internal,Hunger,Colleague,Low,Anxious,Medium,5.4,Caffeinated,Home,Loud,Bright,Comfortable,1,Coffee,Yes,None,79,32,Micro
436,09-10-2025,16:36,16:46,10,Writing,Repetitive,Medium,Low,Internal,Multitasking,Colleague,High,Stressed,Low,5.4,Caffeinated,Library,Loud,Dim,Comfortable,3,Continued Task,No,Moderate,58,19,Major
437,06-10-2025,07:05,07:15,10,Designing,High-Focus,Hard,Medium,Internal,Notification,Environment,Low,Tired,High,5.2,Just Ate,Café,Moderate,Bright,Hot,4,Short Walk,No,Minor,27,15,Major
438,02-10-2025,16:19,16:20,1,Studying,Creative,Easy,Low,External,Multitasking,Self-thoughts,Medium,Happy,Low,5.6,After Meal,Office,Loud,Normal,Hot,9,Coffee,No,Minor,6,36,Micro
439,09-10-2025,14:56,15:10,14,Planning,High-Focus,Medium,High,External,Boredom,Colleague,Medium,Neutral,High,7.6,Fasting,Outdoors,Quiet,Dim,Hot,8,Music,No,Minor,49,1,Micro
440,05-10-2025,11:05,11:15,10,Reading,Creative,Medium,Medium,Internal,Hunger,Noise,Medium,Anxious,High,6.6,Hungry,Office,Loud,Dim,Hot,8,Continued Task,No,Minor,65,55,Major
441,09-10-2025,08:21,08:35,14,Studying,Creative,Medium,Medium,Internal,Boredom,Internet,Medium,Anxious,Medium,5.0,Normal,Café,Loud,Dim,Cold,10,Short Walk,No,None,43,79,Major
442,09-10-2025,18:53,19:03,10,Coding,Creative,Hard,Low,Internal,Boredom,Digital,Low,Stressed,Low,8.8,Normal,cafe,Quiet,Dim,Hot,6,Short Walk,Yes,Major,51,32,Medium
443,09-10-2025,21:16,21:37,21,Reading,High-Focus,Easy,Low,External,Boredom,Physical,Low,Happy,High,7.3,Normal,Office,Moderate,Dim,Comfortable,7,Music,No,Moderate,50,47,Micro
444,07-10-2025,14:57,15:09,12,Writing,Passive,Easy,Low,External,Random Thought,Noise,Medium,Stressed,High,5.7,Hungry,Office,Loud,Dim,Comfortable,9,Continued Task,Yes,Major,36,27,Micro
445,02-10-2025,18:15,18:28,13,Studying,Passive,Easy,Medium,External,Hunger,Digital,Low,Bored,Medium,3.9,Just Ate,Café,Moderate,Bright,Cold,8,Break,No,Major,56,21,Micro
446,11-10-2025,10:05,10:07,2,Meeting,Creative,Hard,Medium,External,Noise,Digital,High,Happy,Low,3.6,Fasting,Home,Quiet,Dim,Cold,5,Short Walk,No,Minor,79,43,Medium
447,11-10-2025,22:58,23:07,9,Writing,High-Focus,Medium,High,Internal,Boredom,Self-thoughts,High,Bored,Medium,5.1,Normal,Café,Loud,Normal,Comfortable,14,Music,No,Major,8,16,Micro
448,09-10-2025,15:08,15:14,6,Planning,Repetitive,Medium,High,Internal,Person Talking,Self-thoughts,Medium,Neutral,Low,6.3,After Meal,Outdoors,Quiet,Bright,Cold,15,Continued Task,No,None,0,46,Micro
449,02-10-2025,19:58,20:11,13,Planning,High-Focus,Hard,Medium,External,Social Media,Self-thoughts,Low,Stressed,High,6.1,Fasting,Office,Loud,Bright,Hot,11,Music,No,Minor,46,14,Medium
450,07-10-2025,20:32,20:40,8,Coding,Repetitive,Hard,Low,External,Boredom,Environment,Medium,Happy,Low,4.1,Hungry,Lab,Loud,Normal,Cold,9,Short Walk,No,Moderate,49,25,Micro
451,07-10-2025,22:29,22:42,13,Studying,Passive,Medium,Low,External,Noise,Physical,Low,Stressed,Low,6.6,Hungry,Café,Moderate,Normal,Cold,3,Ignored Phone,Yes,None,30,20,Medium
452,04-10-2025,07:02,07:14,12,Reading,Repetitive,Easy,Medium,Internal,Hunger,Self-thoughts,Low,Stressed,Medium,7.5,After Meal,Café,Moderate,Normal,Comfortable,1,Ignored Phone,No,Minor,51,24,Medium
453,03-10-2025,21:57,22:12,15,Writing,Creative,Easy,High,External,Multitasking,Colleague,High,Happy,Medium,4.9,Hungry,Office,Quiet,Dim,Cold,10,Coffee,Yes,Major,35,24,Medium
454,06-10-2025,15:34,15:53,19,Reading,High-Focus,Medium,Low,External,Social Media,Colleague,Medium,Calm,Low,4.5,Normal,Café,Quiet,Normal,Hot,9,Break,No,Minor,3,10,Medium
455,11-10-2025,11:14,11:21,7,Writing,Repetitive,Hard,High,External,Phone Ping,Colleague,Medium,Bored,Medium,5.8,Normal,Office,Loud,Bright,Hot,1,Ignored Phone,Yes,None,29,24,Major
456,11-10-2025,16:37,16:47,10,Studying,Repetitive,Easy,Medium,Internal,Notification,Noise,Low,Anxious,Medium,5.0,Caffeinated,Home,Moderate,Dim,Comfortable,6,Continued Task,No,Major,55,14,Medium
457,04-10-2025,07:40,07:47,7,Writing,Creative,Easy,High,Internal,Hunger,Noise,Medium,Neutral,High,8.0,Normal,Lab,Loud,Dim,Cold,8,Break,Yes,Minor,37,43,Major
458,02-10-2025,17:14,17:33,19,Studying,Creative,Easy,Low,External,Notification,Digital,Low,Bored,High,6.3,Hungry,Office,Moderate,Dim,Cold,8,Ignored Phone,No,None,44,44,Micro
459,05-10-2025,06:36,06:54,18,Browsing,Repetitive,Easy,High,Internal,Daydreaming,Self-thoughts,Low,Stressed,Medium,5.0,Normal,Lab,Moderate,Bright,Cold,4,Continued Task,No,Moderate,6,22,Medium
460,07-10-2025,17:10,17:24,14,Meeting,Creative,Easy,High,External,Noise,Colleague,Low,Bored,Medium,4.5,Normal,Lab,Quiet,Normal,Comfortable,10,Music,Yes,None,0,40,Major
461,07-10-2025,07:05,07:24,19,Meeting,High-Focus,Medium,Medium,External,Phone Call,Internet,Medium,Calm,Low,7.8,Caffeinated,Office,Quiet,Normal,Hot,14,Meditation,Yes,Major,46,37,Micro
462,04-10-2025,11:31,11:49,18,Browsing,Repetitive,Hard,Low,Internal,Noise,Digital,Low,Bored,Medium,4.4,After Meal,Lab,Loud,Bright,Comfortable,4,Coffee,No,Major,25,61,Medium
463,09-10-2025,19:38,19:49,11,Coding,Repetitive,Hard,Low,External,Multitasking,Mental,High,Calm,High,4.1,Caffeinated,Office,Moderate,Bright,Hot,6,Music,No,Major,89,45,Micro
464,06-10-2025,20:15,20:26,11,Studying,High-Focus,Medium,Medium,External,Fatigue,Digital,High,Calm,Low,7.8,Hungry,Home,Moderate,Normal,Comfortable,4,Break,No,None,66,40,Micro
465,07-10-2025,23:10,23:23,13,Meeting,Passive,Easy,High,External,Notification,Digital,Medium,Stressed,Low,5.2,Just Ate,Lab,Moderate,Bright,Hot,6,Short Walk,No,Minor,44,54,Medium
466,08-10-2025,13:48,13:57,9,Coding,High-Focus,Medium,Medium,External,Social Media Alert,Internet,High,Happy,High,6.2,Hungry,cafe,Moderate,Dim,Cold,16,Coffee,No,Major,20,34,Micro
467,04-10-2025,21:04,21:20,16,Meeting,Repetitive,Hard,Medium,Internal,Phone Ping,Mental,High,Calm,Medium,5.2,Normal,Office,Loud,Normal,Comfortable,12,Coffee,Yes,Minor,37,56,Major
468,10-10-2025,23:14,23:36,22,Writing,Creative,Medium,Medium,Internal,Daydreaming,Physical,Medium,Anxious,Low,6.7,Normal,Outdoors,Loud,Normal,Cold,5,Break,No,Minor,2,31,Major
469,04-10-2025,08:39,08:54,15,Reading,Repetitive,Medium,Medium,Internal,Noise,Internet,Low,Anxious,Medium,4.9,Just Ate,Café,Moderate,Dim,Cold,15,Ignored Phone,No,Major,32,16,Medium
470,04-10-2025,21:52,22:10,18,Browsing,Repetitive,Easy,Low,External,Notification,Internet,High,Stressed,Medium,3.8,Normal,Office,Quiet,Dim,Hot,9,Short Walk,Yes,Minor,13,27,Medium
471,09-10-2025,18:02,18:21,19,Reading,High-Focus,Easy,Low,External,Boredom,Environment,Low,Happy,High,3.6,After Meal,Library,Loud,Normal,Cold,15,Break,Yes,Minor,55,34,Medium
472,03-10-2025,13:29,13:41,12,Designing,High-Focus,Easy,Medium,External,Notification,Physical,Medium,Calm,High,5.6,Hungry,Library,Loud,Normal,Cold,8,Music,No,Moderate,93,44,Micro
473,04-10-2025,21:08,21:14,6,Designing,Creative,Hard,Low,Internal,Fatigue,Internet,High,Bored,High,4.3,Caffeinated,Café,Quiet,Bright,Cold,6,Meditation,No,None,26,47,Micro
474,06-10-2025,17:24,17:40,16,Coding,Repetitive,Hard,High,Internal,Social Media,Digital,Medium,Happy,High,3.2,Caffeinated,Office,Loud,Normal,Hot,6,Ignored Phone,Yes,None,18,26,Micro
475,09-10-2025,16:05,16:06,1,Studying,High-Focus,Easy,Low,Internal,Boredom,Environment,Low,Calm,High,5.6,Hungry,Café,Quiet,Normal,Comfortable,15,Continued Task,No,None,48,30,Major
476,08-10-2025,17:52,18:02,10,Meeting,Repetitive,Medium,Low,Internal,Notification,Colleague,Low,Bored,High,4.4,After Meal,Library,Moderate,Dim,Hot,10,Coffee,No,Major,12,35,Major
477,09-10-2025,15:47,15:57,10,Writing,Repetitive,Medium,High,External,Multitasking,Environment,Medium,Calm,Low,7.9,Fasting,Home,Loud,Normal,Hot,10,Coffee,Yes,Major,41,53,Major
478,04-10-2025,17:21,17:37,16,Meeting,High-Focus,Medium,High,External,Daydreaming,Internet,Low,Neutral,High,7.0,Just Ate,Library,Quiet,Normal,Hot,3,Coffee,Yes,Minor,12,44,Medium
479,05-10-2025,20:45,20:49,4,Studying,Creative,Easy,High,External,Social Media,Physical,Low,Anxious,Low,10.0,Just Ate,Library,Quiet,Bright,Hot,8,Continued Task,Yes,Major,60,36,Medium
480,09-10-2025,10:59,11:09,10,Writing,Repetitive,Hard,Low,Internal,Hunger,Physical,Medium,Neutral,High,5.1,After Meal,Home,Moderate,Normal,Comfortable,6,Music,No,None,73,4,Micro
481,02-10-2025,19:09,19:16,7,Reading,Repetitive,Hard,High,Internal,Notification,Colleague,Low,Happy,High,10.5,Just Ate,Outdoors,Moderate,Normal,Cold,6,Continued Task,Yes,None,46,40,Micro
482,09-10-2025,12:29,12:37,8,Meeting,High-Focus,Hard,Medium,External,Daydreaming,Noise,High,Anxious,Medium,6.3,Just Ate,Home,Loud,Normal,Hot,9,Coffee,Yes,Minor,55,22,Medium
483,07-10-2025,08:22,08:31,9,Designing,Repetitive,Easy,High,Internal,Person Talking,Environment,Low,Neutral,High,7.2,Caffeinated,Home,Moderate,Dim,Hot,12,Continued Task,Yes,Minor,24,48,Micro
484,08-10-2025,18:48,19:06,18,Meeting,High-Focus,Easy,Low,External,Phone Ping,Physical,Medium,Tired,Medium,6.9,After Meal,Outdoors,Quiet,Dim,Hot,5,Continued Task,Yes,Minor,32,30,Micro
485,04-10-2025,11:13,11:30,17,Designing,Creative,Easy,Medium,External,Social Media,Self-thoughts,Low,Neutral,High,5.7,Caffeinated,Office,Loud,Dim,Hot,8,Ignored Phone,Yes,Major,52,60,Major
486,11-10-2025,13:15,13:21,6,Designing,Passive,Hard,High,External,Hunger,Internet,Low,Anxious,Low,5.4,Normal,Home,Quiet,Dim,Hot,5,Meditation,Yes,None,35,15,Medium
487,02-10-2025,17:33,17:39,6,Browsing,Creative,Medium,High,Internal,Phone Ping,Phone,Medium,Anxious,Low,10.6,Fasting,Home,Loud,Dim,Hot,2,Music,No,Minor,19,22,Major
488,02-10-2025,17:13,17:27,14,Writing,Passive,Easy,High,External,Person Talking,Phone,Medium,Anxious,Low,6.6,Just Ate,Café,Loud,Normal,Cold,13,Ignored Phone,No,Major,12,42,Major
489,10-10-2025,16:35,16:36,1,Meeting,Repetitive,Easy,Medium,Internal,Daydreaming,Digital,Medium,Tired,Low,5.3,Fasting,Home,Quiet,Normal,Cold,4,Continued Task,Yes,None,42,55,Major
490,06-10-2025,12:45,12:50,5,Coding,Repetitive,Medium,High,Internal,Multitasking,Colleague,Medium,Stressed,Low,5.3,Caffeinated,Library,Quiet,Normal,Cold,12,Music,Yes,Minor,71,38,Major
491,11-10-2025,15:16,15:29,13,Planning,Creative,Medium,High,Internal,Hunger,Environment,Low,Tired,Medium,7.5,Caffeinated,Office,Loud,Normal,Hot,11,Music,No,None,55,19,Micro
492,07-10-2025,18:33,18:44,11,Coding,High-Focus,Medium,Medium,External,Noise,Noise,High,Anxious,Low,6.1,Just Ate,Outdoors,Loud,Bright,Comfortable,4,Short Walk,No,Minor,49,6,Medium
493,08-10-2025,10:19,10:30,11,Designing,Creative,Medium,High,External,Phone Call,Internet,High,Stressed,Low,7.8,Hungry,Office,Quiet,Normal,Cold,9,Coffee,Yes,Minor,61,41,Medium
494,05-10-2025,20:52,21:04,12,Designing,Creative,Easy,Medium,External,Hunger,Internet,Low,Neutral,Low,7.7,Caffeinated,Outdoors,Moderate,Dim,Cold,8,Break,Yes,Minor,42,31,Major
495,09-10-2025,17:33,17:37,4,Meeting,Creative,Easy,High,External,Phone Call,Environment,Medium,Tired,High,8.4,After Meal,Office,Quiet,Bright,Cold,9,Music,Yes,None,40,14,Micro
496,08-10-2025,19:46,19:48,2,Planning,Creative,Easy,Medium,Internal,Phone Ping,Environment,Medium,Neutral,Low,4.8,Hungry,Library,Moderate,Normal,Cold,2,Continued Task,No,None,82,19,Major
497,06-10-2025,10:25,10:31,6,Writing,High-Focus,Easy,High,External,Hunger,Self-thoughts,High,Stressed,Low,7.6,Hungry,Home,Moderate,Bright,Comfortable,6,Meditation,No,Moderate,89,18,Major
498,04-10-2025,21:43,21:58,15,Studying,High-Focus,Medium,Medium,External,Noise,Noise,Medium,Neutral,Low,6.6,After Meal,Office,Loud,Dim,Hot,5,Break,Yes,Moderate,46,28,Micro
499,11-10-2025,09:15,09:25,10,Designing,Creative,Easy,High,External,Multitasking,Internet,Medium,Happy,High,7.2,Caffeinated,Home,Quiet,Bright,Comfortable,5,Meditation,Yes,Moderate,45,1,Micro
500,03-10-2025,18:06,18:16,10,Writing,Creative,Hard,Medium,Internal,Multitasking,Colleague,High,Calm,Medium,6.7,Caffeinated,Outdoors,Loud,Dim,Hot,11,Ignored Phone,Yes,Moderate,87,39,Major
501,10-10-2025,14:49,14:54,5,Browsing,Passive,Easy,High,External,Noise,Mental,High,Happy,Low,7.0,Caffeinated,Office,Loud,Dim,Hot,6,Short Walk,No,None,19,36,Medium
502,05-10-2025,08:27,08:41,14,Designing,Creative,Medium,Medium,External,Hunger,Self-thoughts,High,Neutral,Medium,3.4,Just Ate,Outdoors,Loud,Dim,Cold,7,Continued Task,No,Major,46,20,Micro
503,05-10-2025,12:25,12:32,7,Writing,High-Focus,Medium,High,External,Fatigue,Mental,Medium,Happy,High,6.8,Hungry,Lab,Loud,Dim,Hot,5,Music,Yes,Major,53,24,Medium
504,06-10-2025,07:44,07:56,12,Meeting,Repetitive,Hard,Medium,Internal,Person Talking,Internet,High,Neutral,Low,7.2,Normal,Café,Quiet,Dim,Hot,9,Coffee,No,Minor,68,32,Medium
505,07-10-2025,10:07,10:21,14,Planning,Repetitive,Easy,Medium,External,Notification,Environment,High,Neutral,Medium,8.0,Fasting,Lab,Moderate,Bright,Hot,10,Music,No,None,81,33,Micro
